Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
10,6,-3452.27,-9.99094,0.52306,5.59975,7.8474,5.52975,4.07709,4.03402,3.38943,1.55481,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,0
12,7,-3450.03,-6.63429,0.571117,5.48601,6.16816,5.09709,5.99647,4.00437,3.30381,1.57263,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,0
0,0,-3346.2,-15.8541,0.431173,4.09608,6.26681,9.65521,6.08728,5.985,4.45893,3.05655,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,-
4,1,-3348.39,-7.74981,0.441083,4.14839,4.50195,7.79705,7.55194,5.98817,4.45979,3.06025,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,3
5,2,-3413.67,-7.53492,0.600574,5.123,5.06655,7.73828,6.93595,4.54104,4.48284,3.07589,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,2
6,3,-3430.81,-1.40915,0.529199,5.38138,4.26233,7.99459,6.08388,4.44065,4.46449,3.06042,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,2
9,4,-3440.74,-12.5899,0.460823,6.21587,6.52577,6.28618,6.42721,5.91112,4.45646,3.04713,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,2
10,5,-3444.37,-10.7351,0.458449,5.5608,5.6105,9.84356,5.68084,6.11952,4.43982,2.99476,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_9.xtc,2
0,0,-3396.47,-2.80196,0.418546,5.6064,9.11608,8.18852,4.50876,5.99344,4.46644,3.05655,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,-
1,1,-3433.04,-12.5624,0.441249,6.19433,7.6117,4.63424,7.2383,6.05993,4.50291,3.05141,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,1
3,2,-3435.47,-13.8189,0.495673,5.27058,3.77625,7.02253,7.92134,6.01107,4.49557,3.09586,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,3
7,3,-3515.13,-9.88267,0.484003,6.36625,8.12972,6.60543,6.39486,6.01674,4.48826,3.08565,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,1
9,4,-3519.38,-11.4677,0.48126,5.72993,9.39288,7.56429,5.43397,4.63067,4.41685,2.98094,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,0
11,5,-3530.72,-16.0619,0.468938,5.88188,6.47229,7.03911,4.55189,6.23391,4.44255,3.01822,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_10.xtc,3
0,0,-3437.96,-15.3042,0.414829,3.7541,7.54528,7.1208,7.49449,6.0426,4.43635,2.98506,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_11.xtc,-
10,1,-3439.61,-10.2212,0.465914,4.03884,8.46921,5.24659,6.52625,6.11364,4.44035,2.97567,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_11.xtc,0
0,0,-3418.28,-13.3259,0.423988,5.36131,9.30605,10.0071,5.84098,2.9099,11.9522,10.4482,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_12.xtc,-
1,1,-3423.08,-11.5552,0.513691,4.52505,8.18393,8.40138,8.47972,4.81266,5.45339,4.34819,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_12.xtc,3
3,2,-3426.37,-7.55767,0.537796,4.30035,8.61944,4.99653,8.72354,6.26165,4.45649,3.18717,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_12.xtc,0
6,3,-3431.46,-4.5535,0.605215,6.57808,8.78959,8.10581,4.60094,6.12205,4.27781,2.82595,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_12.xtc,4
8,4,-3438.21,-8.92979,0.603796,6.66319,5.70664,7.81639,7.4863,6.10824,4.22954,2.72829,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_12.xtc,1
0,0,-3426.16,-24.1863,0.312484,5.69754,5.80086,4.37503,7.19078,6.50825,4.17091,2.77505,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,-
1,1,-3425.57,-16.9789,0.370326,5.11556,4.53451,4.63326,7.24837,6.09538,4.10861,2.66102,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,2
2,2,-3433.93,-6.98455,0.521207,4.88004,5.1342,6.6792,4.16455,6.09925,4.10348,2.60331,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,0
3,3,-3433.43,-17.8758,0.429493,5.37679,7.15801,5.39033,7.85865,6.05947,4.1747,2.67225,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,4
6,4,-3427.96,-16.0055,0.355821,6.25942,6.56531,6.13229,9.22148,6.08066,4.06067,2.46987,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,4
10,5,-3433.48,-12.2683,0.463411,5.26305,7.62042,9.96714,4.68304,6.09539,4.04747,2.397,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_13.xtc,0
0,0,-3532.05,-10.4135,0.424967,5.76906,4.39651,6.79277,6.86326,3.86913,11.9005,9.91813,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,-
3,1,-3539.71,-10.5653,0.44653,4.62686,4.51373,8.72748,7.02607,2.26185,3.66561,1.67134,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,0
7,2,-3537.94,-9.46851,0.4811,6.86395,7.96594,4.51213,4.5108,2.22205,3.58723,1.52763,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,4
8,3,-3528.76,-1.73207,0.531092,5.1425,5.85285,5.49498,8.69205,1.70267,3.60574,1.59173,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,3
9,4,-3533.22,-5.07273,0.556074,5.69546,6.15053,8.63909,5.75645,1.95082,3.61601,1.54303,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,4
11,5,-3533.69,-4.68769,0.558845,5.32743,6.83295,7.37445,6.67022,1.87817,3.56137,1.51925,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_14.xtc,0
0,0,-3494.44,-0.388729,0.60032,6.46021,5.1334,8.16067,4.23487,2.40603,10.8597,12.3138,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,-
1,1,-3497.84,-10.5968,0.462591,6.1384,6.55607,3.39121,4.27447,3.19286,12.0981,9.96523,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,0
3,2,-3517.1,-8.96751,0.620475,6.48444,5.74069,3.94619,4.82061,4.84865,3.88834,1.86331,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,0
4,3,-3523.56,-6.80186,0.688534,6.19212,5.06418,4.14883,6.69174,5.13878,3.70687,1.62112,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,0
5,4,-3530.05,-6.55443,0.696367,5.57049,3.95574,7.73324,5.55201,3.66522,3.65702,1.4917,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,0
6,5,-3536.59,-8.04418,0.540528,5.39039,4.62852,7.53461,5.35594,3.65099,3.68193,1.54087,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_15.xtc,0
0,0,-3429.59,-11.5023,0.41549,6.53974,4.62319,4.25898,8.54696,6.07408,1.50386,3.42704,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_1.xtc,-
4,1,-3431.29,-5.93159,0.473035,6.75358,5.26824,4.716,9.23208,6.13056,1.55502,3.46472,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_1.xtc,3
8,2,-3436.51,-4.43977,0.444084,6.2875,5.00064,5.5266,9.64228,6.15525,1.58079,3.47927,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_1.xtc,3
10,3,-3445.28,-9.12105,0.456839,5.89299,4.98831,4.71597,9.13601,6.14507,1.58931,3.47216,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_1.xtc,3
0,0,-3436.37,2.07585,0.458664,7.04339,10.0407,5.09262,8.06179,6.23752,1.54745,3.60362,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_2.xtc,-
1,1,-3443.15,-13.2525,0.417696,5.8178,5.77431,5.7879,9.24273,5.71763,1.49346,3.60462,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_2.xtc,2
3,2,-3442.67,-13.2123,0.465062,4.20754,3.77297,9.48825,8.32729,5.78744,1.50064,3.62805,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_2.xtc,3
0,0,-3495.17,-10.925,0.442867,5.97841,7.63527,7.39768,7.17208,5.61473,1.41711,3.46862,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,-
1,1,-3509.67,-13.733,0.45015,5.97847,4.40226,8.47033,6.93529,5.6157,1.55548,3.45932,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,1
4,2,-3516.3,-5.78162,0.531124,6.20799,4.60204,8.58127,7.05055,5.64875,1.54426,3.4824,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,1
6,3,-3517.29,-11.6635,0.485537,6.14585,4.35035,8.64322,7.67306,5.61862,1.53721,3.57656,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,1
8,4,-3525.63,-8.28258,0.566046,6.36252,5.46099,9.47509,7.95294,5.62834,1.53547,3.58956,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,1
10,5,-3530.29,-10.1232,0.542632,6.60339,4.77067,9.03043,9.03212,5.65397,1.53285,3.65481,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_3.xtc,1
0,0,-3514.75,-11.4197,0.449623,5.72875,9.39711,7.5612,5.43445,4.62768,4.41998,2.98553,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_4.xtc,-
1,1,-3533.98,-14.5656,0.440977,5.80706,9.93254,6.10992,5.63561,4.5996,4.48968,3.09783,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_4.xtc,0
8,2,-3530.18,-7.03443,0.570185,5.12368,8.84285,4.93813,8.70691,4.40796,4.35224,2.91378,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_4.xtc,0
12,3,-3532.59,-6.84717,0.602064,6.5074,7.90753,6.15221,6.08332,4.39427,4.36614,2.84549,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_4.xtc,0
0,0,-3535.19,-10.5977,0.429768,4.62709,4.51598,8.73057,7.02887,2.26155,3.66567,1.66844,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_5.xtc,-
1,1,-3542.65,-12.2322,0.532724,4.93852,5.14266,8.84072,6.99709,2.26145,3.70162,1.65087,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_5.xtc,3
0,0,-3524.2,-1.72807,0.480279,5.14163,5.85457,5.49171,8.68975,1.70429,3.60695,1.58925,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_6.xtc,-
1,1,-3538.11,-6.12167,0.539385,5.32519,7.86081,8.06151,6.56424,1.95468,3.67805,1.55493,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_6.xtc,0
3,2,-3538.95,-8.78178,0.569386,6.94294,9.59426,6.17976,7.70401,2.02108,3.52605,1.50856,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_6.xtc,4
7,3,-3535.14,-9.6489,0.501359,6.78111,9.50709,6.15422,6.20599,2.00082,3.54702,1.48645,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_6.xtc,4
9,4,-3536.76,-4.2446,0.480704,5.75717,8.21892,5.40131,9.71811,1.98304,3.6456,1.53497,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_6.xtc,2
0,0,-3495.01,-10.5902,0.454046,6.13783,6.55784,3.39173,4.28211,3.1972,12.0973,9.96762,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_7.xtc,-
1,1,-3495.85,-18.3183,0.446443,6.58449,7.23991,3.06755,4.90658,6.37558,4.16728,2.17558,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_7.xtc,2
3,2,-3529.11,-11.5717,0.531143,6.99527,6.21796,3.83531,5.85353,3.71968,13.2716,11.5907,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_7.xtc,4
8,3,-3537.11,-7.35346,0.493881,7.17292,7.07464,4.02307,5.03903,3.58763,13.2353,11.5528,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_7.xtc,4
0,0,-3524.81,-6.51448,0.667179,5.57074,3.95562,7.72731,5.54824,3.67069,3.65504,1.48587,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,-
1,1,-3530.14,-5.6831,0.660636,6.83143,6.14877,8.34867,3.60818,3.83985,3.65212,1.50727,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,4
2,2,-3535.46,-7.8265,0.619655,6.42682,4.8521,8.66631,6.72181,3.85639,3.61283,1.49915,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,2
4,3,-3536.53,-7.57675,0.608171,4.25635,5.1942,9.61321,6.00272,4.10791,3.59414,1.53119,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,0
6,4,-3542.62,-9.04745,0.600417,4.66618,4.99383,7.46536,7.01254,4.07387,3.54238,1.51399,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,0
10,5,-3542.08,-8.01207,0.55099,4.56666,6.20097,9.49909,4.91351,3.96346,3.46155,1.534,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_8.xtc,0
0,0,-3503.21,-17.6483,0.33156,4.38605,4.03124,5.73282,5.43383,6.18757,3.44759,1.54214,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_9.xtc,-
1,1,-3505.43,-18.0939,0.365126,6.78179,5.04703,6.14528,9.17681,4.60534,3.47704,1.67542,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_9.xtc,3
5,2,-3504.56,-14.362,0.45166,5.70307,5.18694,4.87788,5.92685,6.11689,3.45122,1.61918,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_9.xtc,3
8,3,-3512.9,-11.9847,0.458852,6.90419,6.66143,3.44425,5.83322,6.12851,3.45103,1.60035,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_9.xtc,4
10,4,-3524.22,-10.6407,0.541462,6.76844,7.6516,4.05179,6.95371,6.08584,3.45138,1.57245,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_9.xtc,4
0,0,-3497.74,-4.24248,0.495259,6.34542,6.14164,6.47889,3.51187,6.23049,3.37274,1.62966,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_10.xtc,-
1,1,-3505.06,-12.7691,0.418087,5.80075,7.37075,3.8997,6.43474,6.24213,3.33269,1.40806,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_10.xtc,2
3,2,-3511.72,-16.0529,0.405995,4.14042,3.91978,6.31703,5.57533,6.12517,3.30559,1.62867,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_10.xtc,3
0,0,-3443.3,-7.59437,0.556414,6.30162,7.39747,4.47013,4.06182,4.14354,3.41045,1.50469,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,-
1,1,-3447.61,-10.1858,0.589118,6.14137,5.08054,5.7116,4.81828,4.45379,3.2896,1.46973,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
2,2,-3454.79,-6.14248,0.694743,7.80368,5.43621,6.6152,5.77499,4.50307,3.28853,1.50233,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,1
3,3,-3452.07,-8.63122,0.669182,7.39393,7.09487,7.65173,4.43111,3.88385,3.22013,1.64884,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,1
4,4,-3456.94,-5.43486,0.70906,5.73777,8.04301,7.62344,4.87109,3.91767,3.22684,1.62332,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
5,5,-3500.0,-9.74708,0.610122,6.12134,8.92798,4.67742,5.90236,5.44035,3.30431,1.41107,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
6,6,-3526.17,-4.27302,0.710285,6.25019,9.22572,4.75586,6.33654,5.47613,3.25468,1.4848,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
7,7,-3525.87,-5.07414,0.663989,5.8059,10.1183,5.79839,6.22813,5.44577,3.05211,1.65818,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
8,8,-3539.59,-10.6833,0.626402,5.91385,6.04581,7.62858,6.65929,5.56568,3.17378,1.48051,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,2
10,9,-3538.6,-8.05959,0.662238,4.45065,4.78753,9.5203,7.11229,5.56886,3.17216,1.52043,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_11.xtc,0
0,0,-3443.43,-9.83407,0.641949,5.9701,6.75126,4.57437,6.83117,4.06186,3.36455,1.56726,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,-
2,1,-3450.33,-8.51695,0.568313,5.45111,8.10507,5.72099,4.37673,4.05652,3.38709,1.49744,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,0
4,2,-3455.01,-11.2829,0.478527,4.83706,6.87515,4.67793,7.0359,4.11337,3.28477,1.52424,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,3
6,3,-3452.08,-9.46454,0.441192,5.29809,6.1615,6.21568,4.0371,4.07498,3.29713,1.54219,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,0
8,4,-3454.96,-8.93242,0.506688,7.05575,7.18709,3.39866,7.48146,4.13749,3.30239,1.5413,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,4
9,5,-3462.58,-10.6435,0.501909,7.12371,4.9494,4.53263,8.65737,3.73881,3.40206,1.4826,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_12.xtc,1
0,0,-3348.31,-7.74157,0.43845,4.14962,4.50628,7.80342,7.55358,5.99217,4.45893,3.05655,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_13.xtc,-
1,1,-3408.31,-8.17856,0.668022,6.4305,4.75517,6.98393,9.37323,5.96544,4.46258,3.08085,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_13.xtc,3
2,2,-3436.44,-6.27455,0.699093,6.03238,5.46808,7.42299,10.1346,5.98502,4.48548,3.0261,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_13.xtc,3
4,3,-3436.82,-5.13419,0.821678,5.59325,5.43077,10.1095,6.73059,5.98776,4.46461,2.99103,11,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/11/trajectory_13.xtc,0
